"CountryRegionName","Education","Occupation","Gender","MaritalStatus","HomeOwnerFlag","NumberCarsOwned","NumberChildrenAtHome","TotalChildren","YearlyIncome","Age"
"United States","Graduate Degree","Skilled Manual","F","M","0",0,0,1,53931,33
"United States","Graduate Degree","Clerical","F","M","1",0,1,1,87051,33
"Canada","Graduate Degree","Manual","M","M","0",1,1,2,28129,32
"United States","Bachelors","Manual","M","M","0",0,1,1,35378,32
"United States","Graduate Degree","Management","M","S","0",3,0,0,103565,32
"United States","Graduate Degree","Management","M","M","1",2,0,0,107943,32
"United States","Graduate Degree","Professional","F","S","1",2,0,0,130681,33
"United States","Bachelors","Management","F","M","1",0,1,1,107055,35
"United States","Bachelors","Clerical","M","M","1",3,1,1,81049,34
"United States","Graduate Degree","Skilled Manual","M","M","0",0,1,2,53792,34
"United States","Bachelors","Clerical","F","M","1",1,0,1,85286,35
"United States","Bachelors","Management","M","M","1",2,0,0,112437,35
"United States","Bachelors","Clerical","F","S","0",1,0,0,80424,35
"United States","Bachelors","Manual","F","S","0",0,0,0,33359,36
"United States","Bachelors","Management","F","S","0",1,0,0,108595,36
"United States","Bachelors","Management","M","S","0",0,0,0,103110,35
"United States","Bachelors","Management","M","M","1",3,1,2,110659,36
"United States","Bachelors","Clerical","M","M","1",1,1,2,85091,35
"United States","Graduate Degree","Skilled Manual","F","M","0",1,0,1,55371,35
"United States","Graduate Degree","Professional","M","M","1",2,0,0,133757,35
"Canada","Graduate Degree","Management","F","M","1",0,1,1,109171,33
"United States","Graduate Degree","Clerical","F","S","0",1,0,0,81560,33
"United States","Graduate Degree","Management","F","M","1",3,0,2,106595,33
"United States","Graduate Degree","Skilled Manual","M","M","0",1,1,1,62043,33
"United States","Graduate Degree","Clerical","F","M","1",2,0,2,87315,33
"United States","Graduate Degree","Clerical","M","M","1",3,1,1,80776,33
"Canada","Graduate Degree","Skilled Manual","M","M","0",1,0,1,61657,35
"United States","Bachelors","Clerical","M","M","1",2,1,2,82325,37
"United States","Bachelors","Management","M","S","1",0,0,0,109598,38
"United States","Bachelors","Clerical","F","S","0",1,0,0,85223,37
"United States","Bachelors","Clerical","M","M","1",3,0,1,86576,37
"United States","Bachelors","Management","F","M","1",3,0,2,106601,37
"United States","Graduate Degree","Manual","M","M","0",0,1,2,27849,34
"United States","Graduate Degree","Management","F","M","1",1,0,1,112942,34
"United States","Graduate Degree","Management","M","M","1",2,0,0,109627,34
"United States","Graduate Degree","Skilled Manual","F","S","0",2,0,0,52960,34
"United States","Graduate Degree","Professional","M","M","1",2,0,0,134989,34
"United States","Bachelors","Management","M","M","1",3,0,0,113346,37
"Canada","Graduate Degree","Skilled Manual","F","M","1",0,1,1,59335,38
"United States","Graduate Degree","Skilled Manual","M","M","1",2,1,1,60260,38
"United States","Graduate Degree","Management","F","M","1",3,1,2,112085,38
"Canada","Graduate Degree","Professional","F","M","1",2,0,0,130551,38
"Canada","Graduate Degree","Manual","F","M","0",1,0,1,34147,38
"United States","Graduate Degree","Clerical","F","S","0",3,0,0,83586,38
"United States","Graduate Degree","Professional","F","M","1",2,0,0,136625,39
"Canada","Graduate Degree","Management","F","M","1",1,1,1,103243,35
"United States","Graduate Degree","Professional","F","M","1",2,0,0,128152,35
"United States","Graduate Degree","Management","F","M","1",1,0,2,105403,35
"United States","Graduate Degree","Management","F","M","1",3,0,0,108201,36
"United States","Graduate Degree","Clerical","M","M","1",2,0,2,83317,35
"United States","Bachelors","Skilled Manual","F","S","0",0,0,0,56603,39
"Canada","Bachelors","Clerical","M","M","1",1,0,2,84093,39
"United States","Bachelors","Clerical","M","S","0",3,0,0,85267,39
"Canada","Bachelors","Clerical","M","S","0",1,0,0,81281,39
"United States","Bachelors","Management","M","M","1",2,0,2,110518,39
"United States","Bachelors","Professional","F","S","1",2,0,0,134632,39
"United States","Bachelors","Management","M","S","1",2,0,0,109016,40
"United States","Graduate Degree","Professional","M","S","1",2,0,0,129046,39
"United States","Graduate Degree","Clerical","M","M","1",1,0,1,87798,39
"Canada","Bachelors","Management","M","M","1",2,0,0,107963,40
"United States","Bachelors","Management","M","S","1",1,0,0,104477,40
"United States","Bachelors","Clerical","F","S","0",2,0,0,82321,40
"United States","Bachelors","Clerical","F","S","0",0,0,0,80345,40
"Canada","High School","Clerical","F","S","1",3,0,1,79050,80
"United States","Bachelors","Management","F","S","1",3,0,0,104349,40
"United States","Bachelors","Clerical","F","S","0",0,0,0,85263,40
"United States","Bachelors","Management","M","M","1",2,0,0,113492,40
"United States","Bachelors","Manual","F","S","0",0,0,0,35313,40
"United States","Bachelors","Management","F","S","1",1,0,0,106366,40
"United States","Bachelors","Clerical","F","S","0",0,0,0,83616,41
"United States","Bachelors","Professional","M","S","1",3,0,0,135024,41
"United States","Bachelors","Skilled Manual","F","S","0",2,0,0,60641,36
"United States","Graduate Degree","Management","M","S","0",1,0,0,112198,36
"United States","Bachelors","Management","M","M","1",2,1,2,102464,41
"United States","Graduate Degree","Skilled Manual","M","M","1",2,1,1,61786,41
"United States","Graduate Degree","Skilled Manual","F","S","0",1,0,0,56593,41
"United States","High School","Skilled Manual","M","M","1",1,0,1,55922,42
"United States","Partial College","Skilled Manual","M","M","1",1,0,2,51735,42
"United States","Partial College","Skilled Manual","F","M","1",2,0,1,60762,43
"Canada","Partial College","Clerical","F","M","1",0,1,1,82237,42
"United States","High School","Skilled Manual","F","S","0",0,0,0,57630,43
"United States","Partial College","Management","F","M","1",2,2,2,102475,43
"United States","Partial College","Clerical","F","M","1",1,2,2,78038,43
"United States","Partial College","Clerical","F","M","1",2,0,2,81425,44
"United States","Partial College","Management","M","M","1",2,0,2,104492,43
"United States","High School","Manual","M","M","1",1,1,2,33167,44
"Canada","Partial College","Skilled Manual","F","S","0",0,0,0,57845,37
"Canada","Partial College","Clerical","F","S","0",1,0,0,77704,37
"United States","Partial College","Skilled Manual","F","S","0",0,0,0,54936,37
"United States","Partial College","Skilled Manual","M","S","0",1,0,0,62134,37
"United States","Graduate Degree","Skilled Manual","F","S","0",0,0,0,60954,37
"United States","Graduate Degree","Management","M","M","1",2,0,2,111290,37
"United States","Bachelors","Skilled Manual","M","S","0",0,0,0,54284,37
"Canada","Partial College","Manual","M","M","1",1,1,1,26034,44
"United States","Partial College","Skilled Manual","F","M","1",1,1,1,57129,44
"United States","Partial College","Management","F","M","1",2,2,2,105323,44
"United States","Partial College","Clerical","F","M","1",1,1,1,76643,45
"United States","Partial College","Management","M","M","1",2,1,2,110060,44
"United States","Partial College","Skilled Manual","F","M","1",1,1,2,58476,45
"United States","Bachelors","Management","M","M","1",2,0,2,106586,45
"United States","Bachelors","Clerical","M","M","1",3,0,2,87947,45
"United States","Graduate Degree","Professional","F","M","1",2,0,2,135024,45
"United States","Graduate Degree","Professional","F","M","1",2,0,0,131943,45
"United States","Graduate Degree","Clerical","M","M","1",1,0,2,87876,45
"United States","Bachelors","Management","F","M","1",1,1,1,110966,47
"United States","Bachelors","Skilled Manual","M","M","1",2,2,2,56820,46
"Canada","Bachelors","Professional","M","M","1",2,0,2,134444,46
"United States","Bachelors","Skilled Manual","M","S","0",2,0,0,60573,46
"United States","Graduate Degree","Management","F","M","1",3,0,0,105808,46
"United States","Graduate Degree","Skilled Manual","F","M","1",0,1,2,55051,46
"Australia","Graduate Degree","Professional","M","M","1",1,1,2,131374,35
"Australia","Graduate Degree","Manual","M","M","0",1,1,2,36336,36
"Australia","Graduate Degree","Manual","F","M","0",0,1,1,33613,35
"Australia","Graduate Degree","Professional","M","M","1",2,2,2,128660,35
"Australia","Graduate Degree","Management","M","M","1",3,1,2,104736,35
"Australia","Bachelors","Professional","M","S","1",2,0,0,138905,36
"Australia","Graduate Degree","Professional","F","M","1",0,1,1,127832,34
"Australia","Graduate Degree","Professional","F","S","1",3,0,0,132026,34
"Australia","Bachelors","Clerical","M","S","0",1,0,0,87222,34
"Australia","Bachelors","Skilled Manual","F","S","0",2,0,0,55783,37
"Australia","Bachelors","Manual","M","M","0",1,1,1,37031,37
"Australia","Graduate Degree","Skilled Manual","F","S","0",1,0,0,57227,35
"Australia","Graduate Degree","Clerical","M","S","0",0,0,0,79094,35
"Australia","Graduate Degree","Professional","F","M","1",2,1,2,136739,38
"Australia","Graduate Degree","Professional","F","S","1",2,0,0,127684,37
"Australia","Graduate Degree","Clerical","F","M","1",2,0,2,80483,39
"Australia","Graduate Degree","Skilled Manual","F","M","1",1,1,2,51594,38
"Australia","Graduate Degree","Professional","F","M","1",3,1,2,136367,38
"Australia","Bachelors","Clerical","F","S","0",3,0,0,83879,39
"Australia","Bachelors","Skilled Manual","F","M","1",1,1,2,61615,39
"Australia","Bachelors","Clerical","F","S","0",3,0,0,82021,36
"Australia","Bachelors","Clerical","M","S","0",2,0,0,86929,36
"Australia","Bachelors","Clerical","M","S","0",2,0,0,78232,39
"Australia","Bachelors","Management","M","S","1",0,0,0,104401,39
"Australia","Bachelors","Clerical","F","M","1",3,1,2,86911,40
"Australia","Bachelors","Skilled Manual","M","M","1",0,1,1,51825,41
"Australia","Bachelors","Manual","F","S","0",0,0,0,29538,40
"Australia","Bachelors","Skilled Manual","M","M","1",2,0,1,52136,40
"Canada","Partial College","Skilled Manual","M","S","0",1,0,0,57373,36
"United States","Partial College","Clerical","F","M","0",3,0,0,79490,25
"United States","Partial College","Skilled Manual","M","S","0",1,0,0,61282,25
"United States","Partial College","Skilled Manual","F","S","0",0,0,0,54100,26
"United States","Partial College","Manual","M","S","0",1,0,0,33510,26
"United States","Partial College","Manual","F","S","0",1,0,0,34042,26
"United States","Partial College","Management","F","M","0",0,0,0,108046,26
"Australia","Partial College","Management","F","S","1",3,0,1,107883,59
"Australia","High School","Skilled Manual","F","M","1",1,0,2,56009,57
"United States","Partial College","Clerical","M","S","0",2,0,0,78454,26
"United States","Partial College","Clerical","F","M","0",2,0,0,81467,26
"United States","Partial High School","Skilled Manual","M","S","0",2,0,0,56384,27
"United States","Partial High School","Manual","M","S","0",1,0,0,32059,27
"United States","Partial College","Manual","F","S","0",1,0,0,31640,27
"United States","Partial College","Skilled Manual","M","M","0",2,0,0,61195,27
"United States","Partial College","Management","M","M","1",1,0,0,103354,27
"United States","Partial College","Management","M","M","1",1,0,0,111929,27
"United States","Partial College","Manual","M","S","0",1,0,0,30786,27
"United States","Bachelors","Skilled Manual","M","M","0",1,0,0,54625,27
"United States","Partial College","Skilled Manual","M","S","0",1,0,0,61884,28
"Australia","Partial High School","Manual","M","M","1",1,2,2,35918,55
"Australia","Partial High School","Skilled Manual","F","M","1",1,1,2,59424,55
"Australia","Partial College","Skilled Manual","F","S","1",1,0,0,59860,54
"United States","Partial College","Skilled Manual","M","M","0",0,0,0,55682,24
"Australia","High School","Skilled Manual","F","S","1",1,0,0,60329,54
"Australia","High School","Skilled Manual","F","S","1",1,0,0,59702,53
"Australia","High School","Clerical","F","M","1",1,0,2,79435,53
"United States","Partial College","Clerical","F","S","0",0,0,0,81321,24
"United States","Partial College","Manual","F","M","0",1,0,0,25953,25
"Australia","Partial College","Clerical","F","M","1",2,2,2,77462,52
"Australia","Partial College","Skilled Manual","M","S","1",1,0,0,54077,50
"United States","High School","Skilled Manual","F","S","0",2,0,0,57383,29
"United States","Partial College","Clerical","M","M","0",0,0,0,86215,29
"United States","Partial College","Manual","M","S","0",0,0,0,34236,29
"United States","High School","Manual","F","S","0",1,0,0,29042,30
"United States","Partial College","Skilled Manual","F","S","0",1,0,0,61933,31
"United States","Partial College","Clerical","M","S","0",1,0,0,85084,32
"United States","Partial College","Manual","F","S","0",0,0,0,31087,31
"United States","Partial College","Manual","F","S","0",0,0,0,30518,31
"United States","Partial College","Clerical","F","S","0",2,0,0,83202,31
"United States","Partial College","Skilled Manual","F","S","0",0,0,0,57618,28
"Australia","High School","Manual","M","M","1",1,1,2,30248,49
"Australia","High School","Skilled Manual","M","S","1",0,0,0,58352,49
"Australia","High School","Skilled Manual","F","S","1",2,0,0,59836,48
"Australia","High School","Manual","M","S","0",0,0,0,29773,49
"Australia","High School","Skilled Manual","F","S","1",1,0,0,52537,48
"Australia","Graduate Degree","Management","F","S","1",2,0,0,103328,46
"Australia","Graduate Degree","Professional","M","S","1",3,0,0,128181,46
"United States","Bachelors","Management","F","S","0",1,0,0,102726,31
"United States","Bachelors","Clerical","F","S","0",1,0,0,80989,31
"United States","Partial College","Skilled Manual","F","M","0",1,0,0,61325,30
"United States","Partial College","Clerical","F","S","0",1,0,0,77605,31
"United States","Partial College","Skilled Manual","M","S","0",1,0,0,51558,31
"United States","High School","Skilled Manual","F","S","0",0,0,0,51594,30
"Australia","Bachelors","Professional","F","S","1",3,0,0,133596,45
"Australia","Graduate Degree","Professional","F","M","1",2,1,2,135201,45
"United States","Graduate Degree","Skilled Manual","M","M","1",2,1,1,52726,38
"Canada","Partial High School","Manual","M","M","1",0,1,2,28330,47
"United States","High School","Skilled Manual","F","S","1",2,0,0,59268,47
"United States","High School","Manual","F","S","0",1,0,0,26325,48
"United States","High School","Manual","F","S","0",1,0,0,30924,47
"United States","Partial College","Clerical","F","M","1",1,0,2,84808,47
"Canada","Bachelors","Manual","M","M","1",1,1,2,36560,47
"United States","Bachelors","Clerical","F","M","1",3,1,2,76565,47
"Australia","Bachelors","Management","M","S","1",1,0,0,108033,41
"Australia","Bachelors","Management","F","M","1",0,0,1,112506,37
"Australia","Partial College","Management","F","S","1",1,0,0,104132,42
"Australia","Partial College","Manual","F","S","0",1,0,0,32996,42
"Australia","Partial College","Skilled Manual","F","S","0",1,0,0,53264,42
"Australia","Bachelors","Management","M","M","1",1,1,2,110377,42
"Australia","Partial College","Clerical","F","S","1",2,0,0,76430,43
"Australia","Partial College","Skilled Manual","F","S","0",2,0,0,55791,43
"Australia","Graduate Degree","Professional","F","S","1",1,0,0,136302,38
"Australia","Partial College","Skilled Manual","M","M","1",1,0,1,55323,44
"Australia","Partial College","Management","F","S","1",3,0,0,110612,44
"Australia","Partial College","Clerical","F","M","1",1,0,2,85429,44
"Australia","Partial College","Manual","F","M","1",1,1,2,32051,44
"Australia","Partial College","Manual","M","M","1",1,0,2,26972,44
"Australia","Bachelors","Clerical","F","S","0",2,0,0,79651,39
"Australia","Bachelors","Clerical","F","S","0",0,0,0,83899,39
"Australia","Bachelors","Management","F","S","1",1,0,0,107026,41
"Australia","Bachelors","Management","F","S","1",0,0,0,103512,41
"Australia","Bachelors","Manual","M","S","0",1,0,0,26907,41
"Australia","Partial College","Manual","M","M","1",0,1,2,28340,42
"Australia","Partial College","Skilled Manual","M","M","1",1,1,2,58808,42
"Australia","Partial College","Skilled Manual","F","M","1",0,2,2,54703,43
"Australia","Partial College","Manual","F","M","1",1,0,1,31833,43
"Australia","Partial College","Management","F","S","1",1,0,0,105787,47
"Australia","Partial College","Clerical","M","M","1",1,0,2,78166,47
"Australia","Partial College","Management","F","S","1",1,1,1,102583,70
"Australia","Partial College","Management","F","M","1",3,1,2,103146,44
"Australia","Partial College","Manual","F","S","0",0,0,0,34165,51
"Australia","High School","Skilled Manual","M","M","1",0,1,1,55627,56
"United States","High School","Manual","M","S","0",0,0,0,34196,28
"United States","High School","Manual","F","S","0",0,0,0,36634,29
"Canada","High School","Manual","M","M","0",0,0,0,34755,28
"United States","High School","Skilled Manual","M","M","0",1,0,0,58212,24
"United States","High School","Manual","F","S","0",0,0,0,27031,24
"Canada","High School","Skilled Manual","F","M","0",2,0,0,55327,25
"Australia","High School","Skilled Manual","F","S","1",2,0,1,51280,59
"United States","High School","Manual","M","S","0",0,0,0,32847,24
"United States","Partial High School","Skilled Manual","M","S","0",1,0,0,59168,26
"United States","High School","Clerical","M","S","0",1,0,0,84910,26
"United States","High School","Manual","M","M","0",1,0,0,26155,26
"United States","High School","Clerical","M","M","0",1,0,0,85853,26
"United States","High School","Skilled Manual","F","M","0",1,0,0,51585,26
"United States","Partial High School","Skilled Manual","F","S","0",0,0,0,55367,27
"United States","Partial High School","Skilled Manual","M","M","0",1,0,0,53387,27
"United States","High School","Skilled Manual","F","S","0",0,0,0,54044,28
"Canada","Partial High School","Skilled Manual","M","S","0",0,0,0,52189,25
"Canada","Partial High School","Skilled Manual","M","S","0",0,0,0,53618,25
"United States","High School","Skilled Manual","F","S","0",2,0,0,55063,25
"Australia","Bachelors","Professional","M","M","1",3,2,2,135129,63
"Australia","Bachelors","Skilled Manual","M","M","1",1,1,2,60908,63
"Australia","Bachelors","Clerical","F","M","1",1,0,2,76738,64
"Australia","Bachelors","Skilled Manual","F","S","1",1,1,1,52276,61
"Australia","Bachelors","Skilled Manual","M","S","1",1,1,1,55692,61
"Australia","Graduate Degree","Management","M","M","1",2,0,2,109551,62
"United States","Partial College","Skilled Manual","M","M","0",2,0,0,56142,28
"United States","High School","Manual","M","M","0",0,0,0,26535,29
"United States","High School","Manual","M","M","0",1,0,0,34064,29
"United States","Partial College","Clerical","M","M","0",1,0,0,86194,30
"United States","Partial College","Skilled Manual","F","S","0",1,0,0,52233,30
"United States","Partial College","Manual","M","S","0",1,0,0,27722,30
"United States","Partial College","Manual","F","S","0",1,0,0,27779,30
"United States","Partial College","Clerical","F","S","0",0,0,0,87367,30
"United States","Partial College","Skilled Manual","F","S","0",1,0,0,59984,32
"United States","Bachelors","Management","F","S","0",1,0,0,110751,36
"United States","Graduate Degree","Skilled Manual","M","S","0",0,0,0,53672,37
"United States","Bachelors","Manual","M","S","0",0,0,0,33412,37
"United States","Bachelors","Skilled Manual","F","S","0",1,0,0,56376,37
"United States","Graduate Degree","Clerical","M","S","0",1,0,0,86849,37
"Canada","Bachelors","Management","M","M","1",2,0,0,108295,36
"Canada","Bachelors","Skilled Manual","F","M","0",1,0,2,53293,36
"Canada","Graduate Degree","Clerical","M","M","1",1,1,2,85709,62
"United States","Graduate Degree","Management","F","M","1",3,0,2,108988,61
"United States","Bachelors","Skilled Manual","F","M","1",1,1,2,52932,61
"United States","Bachelors","Skilled Manual","M","M","1",1,2,2,62401,61
"Canada","Graduate Degree","Clerical","M","S","1",3,1,1,77637,61
"Canada","Bachelors","Clerical","M","M","1",2,0,2,76934,61
"United States","Bachelors","Skilled Manual","M","M","1",1,0,2,54149,60
"United States","Bachelors","Management","M","M","1",2,1,2,107503,60
"United States","Bachelors","Professional","M","S","1",2,0,1,131661,60
"United States","Bachelors","Clerical","M","M","1",2,1,2,81650,60
"United States","Bachelors","Management","M","M","1",2,1,2,111371,60
"United States","Bachelors","Clerical","M","S","1",0,1,1,83082,60
"United States","Bachelors","Management","F","S","1",2,0,1,105344,60
"United States","Bachelors","Skilled Manual","M","M","1",2,0,2,52876,60
"United States","Bachelors","Skilled Manual","M","M","1",2,0,2,60707,60
"United States","Bachelors","Manual","M","M","1",1,1,2,26440,60
"United States","Bachelors","Professional","M","M","1",2,2,2,131056,60
"United States","Bachelors","Manual","M","M","1",1,0,2,31510,60
"Canada","Bachelors","Manual","F","S","1",0,1,1,33927,60
"United States","Bachelors","Clerical","M","S","1",2,0,1,87044,60
"United States","Bachelors","Skilled Manual","F","M","1",0,0,2,53092,60
"Canada","Bachelors","Management","F","S","1",1,0,1,112264,59
"United States","Bachelors","Clerical","M","M","1",2,0,2,87753,60
"United States","Bachelors","Management","M","M","1",2,1,2,108096,59
"Canada","Bachelors","Manual","F","S","1",0,1,1,34640,58
"Canada","Bachelors","Management","F","S","1",2,0,1,105812,58
"United States","Bachelors","Professional","F","M","1",3,2,2,135926,58
"United States","Bachelors","Management","F","M","1",3,1,2,108451,58
"United States","Bachelors","Manual","M","M","1",1,1,2,32032,57
"United States","Bachelors","Clerical","M","M","1",2,1,2,88072,57
"Canada","Bachelors","Clerical","F","S","1",1,0,1,80354,57
"United States","Bachelors","Clerical","M","S","1",0,0,1,84487,57
"United States","Bachelors","Professional","F","S","1",3,0,1,134357,57
"Canada","Bachelors","Management","M","M","1",3,0,2,111278,57
"Canada","High School","Skilled Manual","F","M","1",2,1,2,60674,56
"United States","High School","Clerical","M","M","1",1,1,2,84647,56
"United States","High School","Skilled Manual","M","M","1",2,1,2,57237,57
"United States","Partial College","Skilled Manual","M","M","1",1,0,1,59629,56
"United States","Bachelors","Management","F","M","1",1,0,2,111849,56
"United States","Bachelors","Professional","M","M","1",2,0,2,129522,56
"United States","Bachelors","Clerical","F","M","1",1,0,2,76466,56
"Canada","Partial College","Clerical","M","S","1",1,0,0,80424,55
"United States","Partial College","Clerical","F","S","1",1,0,0,76665,55
"United States","Partial College","Clerical","F","S","1",1,0,0,81644,55
"United States","Bachelors","Professional","M","S","1",0,0,0,135531,55
"United States","Partial College","Clerical","M","S","1",2,0,0,87067,55
"United States","Partial College","Management","M","M","1",2,1,2,104492,55
"United States","Partial College","Skilled Manual","F","M","1",0,1,2,56022,55
"United States","Partial College","Clerical","F","M","1",2,1,2,82930,56
"United States","Partial College","Clerical","F","S","1",1,0,0,83112,55
"Canada","Partial High School","Manual","M","M","1",1,1,2,32360,54
"Canada","Partial High School","Manual","M","M","1",1,0,2,32532,54
"United States","Partial College","Skilled Manual","M","M","1",2,1,2,55909,55
"United States","Partial College","Manual","F","S","1",1,0,0,27400,54
"United States","Partial College","Clerical","F","M","1",2,0,2,76719,55
"United States","Partial College","Clerical","F","M","1",3,1,2,81539,54
"United States","Partial College","Management","F","M","1",3,0,1,105994,54
"Canada","High School","Skilled Manual","M","M","1",2,1,2,51854,53
"United States","High School","Clerical","F","S","1",1,0,0,81583,54
"United States","High School","Manual","F","S","1",0,0,0,35601,54
"United States","Partial College","Clerical","M","M","1",1,1,2,87301,53
"United States","Partial College","Management","F","M","1",3,2,2,112674,54
"United States","Partial College","Manual","M","M","1",1,1,2,30686,53
"United States","High School","Skilled Manual","M","M","1",0,0,1,56435,52
"United States","High School","Skilled Manual","M","S","1",1,0,0,59160,52
"Canada","Partial College","Clerical","F","M","1",1,0,2,82405,52
"United Kingdom","Bachelors","Management","M","M","1",3,1,2,112251,46
"France","Partial College","Clerical","F","S","1",3,0,0,86057,48
"Germany","Partial College","Manual","F","M","1",0,1,2,26334,48
"United Kingdom","High School","Skilled Manual","F","M","1",2,1,1,51192,47
"France","Partial College","Clerical","F","M","1",0,0,2,83834,48
"Germany","High School","Skilled Manual","F","M","1",0,2,2,59527,48
"Germany","High School","Skilled Manual","F","M","1",0,2,2,52965,48
"Germany","High School","Skilled Manual","F","S","1",0,0,0,57941,48
"France","High School","Skilled Manual","M","M","1",1,0,2,51828,49
"France","Partial College","Manual","F","M","1",1,1,2,35944,49
"United Kingdom","Partial College","Manual","F","M","1",1,2,2,34684,49
"United Kingdom","High School","Clerical","M","M","1",0,2,2,86345,49
"United States","Partial College","Clerical","M","M","1",3,1,2,82681,47
"Canada","High School","Skilled Manual","M","M","1",1,0,2,59714,72
"United States","Graduate Degree","Skilled Manual","M","M","1",1,0,3,54573,72
"United States","Graduate Degree","Skilled Manual","M","M","1",1,0,3,53648,71
"United States","Graduate Degree","Skilled Manual","M","M","1",1,0,3,55554,71
"Canada","Partial College","Manual","M","S","0",1,0,0,33025,39
"United States","Partial College","Clerical","F","S","0",0,0,0,80713,39
"United States","Bachelors","Skilled Manual","F","S","0",1,0,0,57090,40
"United States","Bachelors","Management","M","M","1",2,0,2,108136,39
"United States","Partial College","Manual","F","M","0",1,1,2,33019,39
"United States","Partial College","Clerical","M","M","1",1,1,2,81164,39
"United States","Bachelors","Management","M","S","1",0,0,0,103109,39
"Canada","Bachelors","Clerical","F","M","1",3,1,2,82457,40
"United States","Partial College","Skilled Manual","F","S","0",2,0,0,57592,40
"United States","Partial College","Clerical","F","M","1",1,1,2,77791,40
"United States","Graduate Degree","Management","M","M","1",1,1,1,106093,40
"United States","Bachelors","Manual","M","M","0",1,0,2,32323,40
"United States","Bachelors","Clerical","M","M","1",1,0,2,84942,40
"United States","Partial College","Clerical","F","S","1",2,0,0,81858,48
"Canada","Partial College","Management","F","S","1",3,0,0,101743,48
"United States","Partial College","Manual","F","S","0",1,0,0,33168,48
"United States","Graduate Degree","Professional","F","M","1",2,2,2,136918,71
"United States","Graduate Degree","Professional","M","M","1",3,0,3,132120,70
"Canada","Partial College","Clerical","M","M","1",2,1,2,82017,41
"Canada","Partial College","Management","F","M","1",1,0,1,109451,41
"United States","Partial College","Skilled Manual","F","S","0",2,0,0,51859,41
"United States","Partial College","Clerical","F","M","1",1,1,2,86848,41
"United States","Partial College","Skilled Manual","M","S","0",1,0,0,51764,41
"United States","Bachelors","Management","M","S","1",1,0,0,107705,41
"United States","Bachelors","Skilled Manual","M","M","1",0,1,2,62096,41
"Canada","Partial College","Clerical","M","M","1",0,1,1,84668,42
"Canada","Partial College","Skilled Manual","M","M","1",1,1,1,57931,42
"United States","Partial College","Clerical","M","S","1",1,0,0,81149,42
"United States","Partial College","Skilled Manual","M","M","1",1,1,2,60907,44
"United States","High School","Clerical","F","S","1",1,0,0,76773,43
"United States","Bachelors","Clerical","F","M","1",0,0,1,78460,44
"United States","Bachelors","Clerical","F","S","1",3,0,0,78743,44
"United States","Bachelors","Management","M","S","1",0,0,0,106628,43
"United States","Bachelors","Clerical","M","M","1",2,1,2,78276,43
"United States","Graduate Degree","Professional","M","M","1",3,1,2,135905,43
"United States","High School","Skilled Manual","M","S","1",1,0,0,57922,49
"United States","High School","Clerical","M","S","1",0,0,0,77659,49
"Canada","High School","Skilled Manual","M","S","1",1,0,0,55467,49
"United States","Partial High School","Skilled Manual","M","M","1",2,1,1,61513,50
"United States","Graduate Degree","Skilled Manual","F","S","1",2,0,1,57883,69
"United States","Graduate Degree","Professional","F","S","1",2,1,1,130034,68
"United States","Graduate Degree","Management","F","M","1",3,1,2,109825,68
"Canada","High School","Clerical","F","M","1",1,0,2,83651,44
"Canada","Partial College","Manual","F","M","1",0,1,2,34495,44
"United States","Partial College","Clerical","M","M","1",2,0,2,83752,44
"United States","Partial College","Management","F","S","1",0,0,0,106716,44
"United States","Partial College","Manual","M","S","0",1,0,0,29199,44
"United States","Partial College","Manual","M","M","1",1,1,2,26387,44
"United States","Partial College","Clerical","F","S","1",3,0,0,76743,44
"United States","Bachelors","Skilled Manual","F","M","1",0,0,1,54554,45
"United States","Graduate Degree","Professional","M","S","1",2,0,0,137553,44
"United States","Partial High School","Manual","F","M","1",1,1,2,36391,50
"United States","Partial High School","Skilled Manual","F","S","1",2,0,0,60619,50
"Canada","High School","Clerical","M","S","1",1,0,0,80610,51
"United States","Graduate Degree","Skilled Manual","F","S","1",1,0,0,55751,51
"United States","Graduate Degree","Skilled Manual","F","S","1",2,0,0,58980,51
"Canada","Graduate Degree","Professional","F","S","1",2,0,0,133043,51
"United States","Graduate Degree","Skilled Manual","M","M","1",0,0,2,59628,52
"United States","Graduate Degree","Management","M","M","1",2,0,2,111289,52
"United States","Partial College","Manual","F","S","1",1,0,0,27765,52
"United States","Graduate Degree","Clerical","M","M","1",1,2,2,87505,67
"United States","Graduate Degree","Professional","F","M","1",2,1,2,129996,66
"Canada","Graduate Degree","Manual","M","M","1",0,0,2,27381,66
"Canada","Graduate Degree","Professional","M","M","1",3,0,2,133057,66
"United States","Graduate Degree","Skilled Manual","M","M","1",0,1,2,60002,67
"United States","Bachelors","Clerical","F","S","1",3,1,1,83789,66
"United States","Bachelors","Clerical","F","M","1",2,0,3,80265,65
"United States","Bachelors","Clerical","M","S","1",1,0,1,80504,64
"United States","Bachelors","Skilled Manual","F","M","1",1,1,2,54662,65
"United States","Bachelors","Professional","F","M","1",2,0,2,135511,64
"United Kingdom","Graduate Degree","Management","M","M","0",1,0,0,111541,26
"France","Graduate Degree","Professional","M","M","1",2,0,0,134431,30
"France","Graduate Degree","Professional","F","M","1",3,0,0,137229,35
"Germany","Graduate Degree","Manual","M","M","0",0,0,2,37037,42
"United Kingdom","Graduate Degree","Professional","F","M","1",1,1,2,132739,42
